pc,delta
94685453736968,-1435476592
94685453737057,1295025904
94685453736968,-1507847376
94685453736996,-191006400
94685453736968,1511202912
94685453736968,1427089888
94685453736974,148029584
94685453736996,-3243691488
94685453736968,3798152208
94685453736968,-1671347280
94685453736968,1224428128
94685453737011,-500424352
94685453736968,-2533776720
94685453736968,1549142880
94685453736968,-184806224
94685453736974,-319279456
94685453736968,904164504
94685453736988,-206242152
94685453736968,1480133792
94685453737057,-3380124608
94685453736968,71414304
94685453736996,-158418336
94685453736968,2039770224
94685453736968,1048874712
94685453736988,-1891961832
94685453736968,-1526724416
94685453736749,540576320
94685453736968,1762237440
94685453736996,-1118660688
94685453736968,1811173624
94685453737084,-2659925656
94685453736996,16633648
94685453737011,1341488096
94685453736968,-1605086888
94685453736749,1467589464
94685453737011,969307616
94685453736968,-837513216
94685453736968,639684240
94685453736968,1332448488
94685453736988,-158506104
94685453736996,-389145040
94685453737057,-108746496
94685453737057,-2760298384
94685453737011,1859583504
94685453736974,406118528
94685453736968,224214528
94685453736968,-78991919244
94685453736924,76512638924
94685453737057,3483346192
94685453736968,-1224624192
94685453736968,600476528
94685453737057,-435454520
94685453736988,1226959368
94685453736968,-795012176
94685453736974,-1599862464
94685453736974,-90597774340
94685453736924,90408343396
94685453737011,181264096
94685453737057,1329484000
94685453736996,-2553418032
94685453736996,401852976
94685453736968,-73958947508
94685453736924,76072483028
94685453736968,-2095347024
94685453736968,2403799248
94685453736968,-64202304
94685453736968,1173778896
94685453736968,-1466166528
94685453736996,-2487598464
94685453736968,2854770048
94685453736968,-13482048
94685453736968,-205627296
94685453736968,-2983000064
94685453736749,1687559168
94685453736968,-105337320
94685453736988,-1266516264
94685453736968,371094752
94685453737057,2639818192
94685453736968,-2648054736
94685453736968,3645069984
94685453736968,-3347981328
94685453736968,2930354496
94685453736996,-1676968416
94685453736968,-1741363536
94685453736996,3282230352
94685453736996,-2899429680
94685453736968,301785744
94685453736968,-438995376
94685453736968,-345041280
94685453736968,1494179472
94685453736968,1886741952
94685453736968,-33414144
94685453736968,-3208175712
94685453736996,3109286112
94685453736968,-680977264
94685453737057,-1587907504
94685453736974,-731920912
94685453736968,1752203424
94685453736968,-810698048
94685453736974,-1058452864
94685453736968,-67951910476
94685453736924,70290383836
94685453736968,-82069328
94685453737011,-2279991008
94685453737057,5519176
94685453736988,657114024
94685453736996,1028774656
94685453736974,264594560
94685453736968,266471952
94685453736968,-817713024
94685453736968,-103607785308
94685453736924,105603644028
94685453736968,-2020248672
94685453736968,312037296
94685453736996,-117318202748
94685453736924,119153783116
94685453737057,-3218160000
94685453737057,2034983440
94685453736968,1120831056
94685453736968,-1607562208
94685453737057,-2028173744
94685453736968,6276576
94685453736968,1857490224
94685453736968,-1546419984
94685453736968,484353648
94685453736968,-718101568
94685453737057,103529792
94685453736974,28366880
94685453736968,-16023506788
94685453736924,16878435812
94685453736974,1355094080
94685453736968,-664587552
94685453736968,-2137416408
94685453736749,52223968
94685453736749,3315507776
94685453736988,-372589960
94685453737057,-70926635076
94685453736924,70039090772
94685453736974,1189608304
94685453737057,-137291696
94685453736968,-2273225184
94685453736968,1910624304
94685453736968,1089715872
94685453736968,-1941556056
94685453736988,1097790072
94685453736968,-2916786752
94685453736749,1351287248
94685453736968,-460146752
94685453737011,3338230400
94685453736968,-600602688
94685453736968,-3389190672
94685453736968,3699138576
94685453736996,-3254154720
94685453736968,3185343840
94685453736968,-1873567728
94685453736968,808233552
94685453736968,-1288012208
94685453736974,627947504
94685453736968,-1833075744
94685453736996,299855856
94685453736968,-12486872
94685453737084,-270141208
94685453736968,-118148272904
94685453736924,119615435000
94685453736968,825214304
94685453737057,-1001756240
94685453736968,-1236751296
94685453736968,-680841424
94685453736749,3459655216
94685453736968,-106473179164
94685453736924,106089594508
94685453736968,245688320
94685453737057,-1991446448
94685453736968,-712536432
94685453736968,1510790816
94685453737057,-1552103360
94685453736968,3443652144
94685453736968,164398928
94685453737057,202946688
94685453737057,-3389281952
94685453736996,-236996544
94685453736968,2424458544
94685453736968,-1298589120
94685453736968,2472095808
94685453736968,-1420262240
94685453737011,-698729440
94685453736968,1863765232
94685453736974,-2673430912
94685453736968,458626704
94685453736968,2257687728
94685453736968,-3370275776
94685453736974,30934160
94685453736968,1023484992008
94685453737161,0
94685453737161,-200
94685453736654,200
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-200
94685453736654,200
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,248
94685453738901,8
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,-256
94685453736816,296
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,0
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,248
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,0
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453738604,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,8
94685453736698,-8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453736693,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-1023468342168
94685453737057,132390256
94685453736968,91349232
94685453736968,-157942848
94685453736996,3232543152
94685453736968,-1617073632
94685453736968,324455424
94685453736968,1496905776
94685453736968,-1016501808
94685453736968,-2552601744
94685453736968,147311568
94685453736968,1294847232
94685453736968,-1194083616
94685453736968,587648992
94685453736974,773673296
94685453736968,-372262296
94685453736988,892589528
94685453737057,1204710208
94685453736968,-3213013104
94685453736968,-266928432
94685453736996,1699531680
94685453736968,1956495696
94685453736968,-3487707744
94685453736968,248903952
94685453736968,2284369248
94685453736968,214726416
94685453736968,-2484848400
94685453736968,2773831656
94685453736988,-1439325624
94685453736968,-561001008
94685453736968,-889572384
94685453736968,1178712432
94685453736968,1468034384
94685453737057,-3115329608
94685453736749,-2294182156
94685453736924,4447201892
94685453736974,868978320
94685453736974,-2972303824
94685453736968,1437115344
94685453736968,1528211856
94685453736968,644429232
94685453736968,-460763232
94685453736968,615879840
94685453736968,-2496791408
94685453737011,1528128224
94685453736968,602876496
94685453736968,-3056392464
94685453736968,-190430352
94685453736968,2703626928
94685453736968,38457216
94685453736968,-318358224
94685453736968,-2551464728
94685453737084,-12131974636
94685453736924,12491288596
94685453736974,3196104960
94685453737011,-2174222832
94685453736974,-1153554352
94685453736968,1596177600
94685453736968,584626080
94685453736968,-65171985348
94685453736924,66219016308
94685453736996,-3408267600
94685453736968,1131499984
94685453737011,-86878645476
94685453736924,87284834132
94685453736968,-1392095136
94685453736968,623317248
94685453736968,1819871712
94685453736968,-615260352
94685453736968,-840124416
94685453736968,1583562432
94685453736968,466951632
94685453736968,-57293144
94685453737084,568074080
94685453737041,-3662281384
94685453737057,3333981616
94685453736968,-1510467584
94685453737011,-1310066464
94685453736968,-72525685392
94685453736924,72122749200
94685453736968,-53900600620
94685453736924,55932697444
94685453736988,1249156456
94685453736974,-2409906832
94685453736996,-406497072
94685453736968,-425251056
94685453736968,177552624
94685453736968,866478288
94685453736968,1145464992
94685453736996,562761624
94685453736988,-1487135496
94685453736968,414248832
94685453736968,7579216
94685453736974,-11592221824
94685453736924,9878434416
94685453736968,1653396144
94685453736968,1071734736
94685453736968,65157792
94685453736968,-1795092240
94685453736968,492192768
94685453736968,-1413239216
94685453736974,2354475872
94685453736968,190736112
94685453736968,223328304
94685453736968,667104816
94685453736968,-678354096
94685453736968,-3018759360
94685453736968,927215952
94685453736968,2041832592
94685453736996,678397200
94685453736968,-3141968352
94685453736968,2991916464
94685453736968,-2937789488
94685453737011,-12720984
94685453737084,1897616632
